sp_id,sp_gq_id,age,sex
941484750,450007000,21,M
941484749,450007000,48,M
941484748,450007000,45,M
941484747,450007000,53,M
941484746,450007000,34,M
941484745,450007000,37,M
941484744,450007000,42,M
941484743,450007000,35,M
941484742,450007000,33,M
941484741,450007000,43,M
941484740,450007000,47,M
941484739,450007000,61,M
941484738,450007000,38,M
941484737,450007000,42,M
941484736,450007000,30,M
941484735,450007000,34,M
941484734,450007000,27,M
941484733,450007000,52,M
941484732,450007000,43,M
941484731,450007000,48,M
941484730,450007000,61,M
941484729,450007000,23,M
941484728,450007000,49,M
941484727,450007000,39,M
941484726,450007000,50,M
941484961,450007000,44,M
941484962,450007000,25,M
941484963,450007000,41,M
941484964,450007000,24,M
941484965,450007000,42,M
941484725,450007000,49,M
941484724,450007000,35,M
941484723,450007000,37,M
941484722,450007000,34,M
941484721,450007000,29,M
941484966,450007000,44,M
941484720,450007000,48,M
941484719,450007000,53,M
941484718,450007000,26,M
941484717,450007000,47,M
941484716,450007000,48,M
941484715,450007000,19,M
941484714,450007000,41,M
941484713,450007000,52,M
941484712,450007000,29,M
941484711,450007000,45,M
941484710,450007000,43,M
941484709,450007000,40,M
941484708,450007000,29,M
941484707,450007000,37,M
941484706,450007000,56,M
941484705,450007000,21,M
941484704,450007000,41,M
941484703,450007000,53,M
941484702,450007000,50,M
941484701,450007000,48,M
941484700,450007000,38,M
941484699,450007000,53,M
941484698,450007000,53,M
941484697,450007000,34,M
941484696,450007000,40,M
941484695,450007000,33,M
941484694,450007000,19,M
941484693,450007000,32,M
941484692,450007000,20,M
941484691,450007000,56,M
941484690,450007000,27,M
941484689,450007000,48,M
941484688,450007000,57,M
941484687,450007000,30,M
941484686,450007000,59,M
941484685,450007000,48,M
941484684,450007000,39,M
941484683,450007000,47,M
941484682,450007000,37,M
941484681,450007000,42,M
941484680,450007000,40,M
941484679,450007000,36,M
941484678,450007000,27,M
941484677,450007000,39,M
941484676,450007000,33,M
941484675,450007000,44,M
941484674,450007000,21,M
941484673,450007000,41,M
941484672,450007000,30,M
941484671,450007000,23,M
941484670,450007000,48,M
941484669,450007000,43,M
941484668,450007000,26,M
941484667,450007000,29,M
941484666,450007000,26,M
941484665,450007000,18,M
941484664,450007000,26,M
941484663,450007000,35,M
941484662,450007000,59,M
941484661,450007000,37,M
941484660,450007000,37,M
941484659,450007000,27,M
941484658,450007000,20,M
941484657,450007000,38,M
941484656,450007000,36,M
941484655,450007000,38,M
941484654,450007000,29,M
941484653,450007000,41,M
941484652,450007000,47,M
941484651,450007000,38,M
941484650,450007000,43,M
941484649,450007000,34,M
941484648,450007000,48,M
941484647,450007000,43,M
941484646,450007000,20,M
941484645,450007000,32,M
941484644,450007000,47,M
941484643,450007000,20,M
941484642,450007000,35,M
941484641,450007000,38,M
941484640,450007000,23,M
941484639,450007000,41,M
941484638,450007000,42,M
941484637,450007000,35,M
941484636,450007000,23,M
941484635,450007000,25,M
941484634,450007000,30,M
941484633,450007000,28,M
941484632,450007000,20,M
941484631,450007000,47,M
941484630,450007000,46,M
941484629,450007000,40,M
941484628,450007000,50,M
941484627,450007000,44,M
941484626,450007000,51,M
941484625,450007000,26,M
941484624,450007000,48,M
941484623,450007000,56,M
941484622,450007000,49,M
941484621,450007000,25,M
941484620,450007000,29,M
941484619,450007000,45,M
941484618,450007000,53,M
941484617,450007000,40,M
941484616,450007000,46,M
941484615,450007000,38,M
941484614,450007000,45,M
941484613,450007000,45,M
941484612,450007000,20,M
941484611,450007000,47,M
941484610,450007000,33,M
941484609,450007000,34,M
941484608,450007000,25,M
941484607,450007000,43,M
941484606,450007000,41,M
941484605,450007000,58,M
941484604,450007000,42,M
941484603,450007000,54,M
941484602,450007000,36,M
941484601,450007000,42,M
941484600,450007000,42,M
941484599,450007000,23,M
941484598,450007000,51,M
941484597,450007000,49,M
941484596,450007000,28,M
941484595,450007000,31,M
941484594,450007000,22,M
941484593,450007000,48,M
941484592,450007000,28,M
941484591,450007000,42,M
941484590,450007000,45,M
941484589,450007000,22,M
941484588,450007000,35,M
941484587,450007000,50,M
941484586,450007000,40,M
941484585,450007000,22,M
941484584,450007000,24,M
941484583,450007000,30,M
941484582,450007000,55,M
941484581,450007000,34,M
941484580,450007000,34,M
941484579,450007000,25,M
941484578,450007000,22,M
941484577,450007000,28,M
941484576,450007000,21,M
941484575,450007000,57,M
941484574,450007000,36,M
941484573,450007000,33,M
941484572,450007000,30,M
941484571,450007000,24,M
941484570,450007000,41,M
941484569,450007000,26,M
941484568,450007000,26,M
941484567,450007000,27,M
941484566,450007000,59,M
941484565,450007000,56,M
941484564,450007000,43,M
941484563,450007000,41,M
941484562,450007000,32,M
941484561,450007000,31,M
941484560,450007000,23,M
941484559,450007000,22,M
941484558,450007000,45,M
941484557,450007000,46,M
941484556,450007000,32,M
941484555,450007000,23,M
941484554,450007000,25,M
941484553,450007000,24,M
941484552,450007000,27,M
941484551,450007000,28,M
941484550,450007000,28,M
941484549,450007000,63,M
941484548,450007000,47,M
941484547,450007000,48,M
941484546,450007000,23,M
941484545,450007000,33,M
941484544,450007000,45,M
941484543,450007000,31,M
941484542,450007000,62,M
941484541,450007000,49,M
941484540,450007000,35,M
941484539,450007000,44,M
941484538,450007000,24,M
941484537,450007000,35,M
941484536,450007000,22,M
941484535,450007000,40,M
941484534,450007000,31,M
941484533,450007000,41,M
941484532,450007000,52,M
941484531,450007000,40,M
941484530,450007000,31,M
941484529,450007000,28,M
941484528,450007000,44,M
941484527,450007000,30,M
941484526,450007000,31,M
941484525,450007000,30,M
941484524,450007000,32,M
941484523,450007000,57,M
941484522,450007000,20,M
941484521,450007000,54,M
941484520,450007000,42,M
941484519,450007000,44,M
941484518,450007000,41,M
941484517,450007000,42,M
941484998,450007000,32,M
941484967,450007000,24,M
941484968,450007000,27,M
941484969,450007000,23,M
941484970,450007000,29,M
941484971,450007000,22,M
941484972,450007000,26,M
941484973,450007000,20,M
941484974,450007000,31,M
941484975,450007000,30,M
941484976,450007000,31,M
941484977,450007000,39,M
941485002,450007000,45,M
941485003,450007000,23,M
941485004,450007000,56,M
941485005,450007000,45,M
941484978,450007000,35,M
941484979,450007000,28,M
941484980,450007000,56,M
941484981,450007000,22,M
941484982,450007000,41,M
941484983,450007000,39,M
941484984,450007000,59,M
941484985,450007000,22,M
941484986,450007000,26,M
941484987,450007000,24,M
941484988,450007000,42,M
941485144,450013403,29,F
941485025,450013403,36,F
941485026,450013403,40,F
941485027,450013403,41,F
941485028,450013403,32,F
941485029,450013403,43,F
941485030,450013403,35,F
941485031,450013403,27,F
941485032,450013403,38,F
941485033,450013403,42,F
941485034,450013403,25,F
941485035,450013403,38,F
941485036,450013403,29,F
941485037,450013403,30,F
941485038,450013403,59,F
941485039,450013403,26,F
941485040,450013403,43,F
941485041,450013403,47,F
941485042,450013403,31,F
941485043,450013403,48,F
941485044,450013403,54,F
941485045,450013403,56,F
941485046,450013403,29,F
941485047,450013403,49,F
941485048,450013403,29,F
941485049,450013403,24,F
941485050,450013403,49,F
941485051,450013403,51,F
941485052,450013403,48,F
941485053,450013403,46,F
941485054,450013403,27,F
941485055,450013403,42,F
941485056,450013403,46,F
941485057,450013403,34,F
941485058,450013403,27,F
941485059,450013403,57,F
941485060,450013403,54,F
941485061,450013403,22,F
941485062,450013403,50,F
941485063,450013403,21,F
941485064,450013403,26,F
941485065,450013403,44,F
941485066,450013403,45,F
941485067,450013403,51,F
941485068,450013403,35,F
941485069,450013403,48,F
941485070,450013403,44,F
941485071,450013403,48,F
941485072,450013403,31,F
941485073,450013403,30,F
941485074,450013403,25,F
941485075,450013403,26,F
941485076,450013403,64,F
941485077,450013403,22,F
941485078,450013403,48,F
941485079,450013403,55,F
941485080,450013403,29,F
941485081,450013403,30,F
941485082,450013403,39,F
941485083,450013403,38,F
941485084,450013403,36,F
941485085,450013403,20,F
941485086,450013403,41,F
941485087,450013403,47,F
941485088,450013403,46,F
941485089,450013403,49,F
941485090,450013403,25,F
941485091,450013403,47,F
941485092,450013403,55,F
941485093,450013403,52,F
941485094,450013403,28,F
941485095,450013403,33,F
941485096,450013403,46,F
941485097,450013403,34,F
941485098,450013403,28,F
941485099,450013403,38,F
941485100,450013403,36,F
941485101,450013403,50,F
941485102,450013403,44,F
941485103,450013403,26,F
941485104,450013403,31,F
941485105,450013403,35,F
941485106,450013403,37,F
941485107,450013403,52,F
941485108,450013403,18,F
941485109,450013403,33,F
941485110,450013403,32,F
941485111,450013403,23,F
941485112,450013403,44,F
941485113,450013403,38,F
941485114,450013403,20,F
941485115,450013403,28,F
941485116,450013403,55,F
941485117,450013403,39,F
941485118,450013403,33,F
941485119,450013403,27,F
941485120,450013403,28,F
941485121,450013403,34,F
941485122,450013403,32,F
941485123,450013403,53,F
941485124,450013403,38,F
941485125,450013403,26,F
941485126,450013403,20,F
941485127,450013403,26,F
941485128,450013403,43,F
941485129,450013403,27,F
941485130,450013403,40,F
941485131,450013403,42,F
941485132,450013403,50,F
941485133,450013403,38,F
941485134,450013403,49,F
941485135,450013403,29,F
941485136,450013403,27,F
941485137,450013403,21,F
941485138,450013403,38,F
941485139,450013403,22,F
941485140,450013403,39,F
941485141,450013403,20,F
941485142,450013403,57,F
941485143,450013403,29,F
941485145,450013403,37,F
941485146,450013403,21,F
941485147,450013403,39,F
941485148,450013403,54,F
941485149,450013403,32,F
941485150,450013403,45,F
941485151,450013403,32,F
941485152,450013403,33,F
941485153,450013403,45,F
941485154,450013403,27,F
941485155,450013403,40,F
941485156,450013403,30,F
941485157,450013403,49,F
941485158,450013403,31,F
941485159,450013403,36,F
941485160,450013403,33,F
941485161,450013403,37,F
941485162,450013403,47,F
941485163,450013403,28,F
941485164,450013403,35,F
941485165,450013403,59,F
941485166,450013403,32,F
941485167,450013403,41,F
941485168,450013403,39,F
941485169,450013403,42,F
941485170,450013403,30,F
941485171,450013403,47,F
941485172,450013403,30,F
941485173,450013403,42,F
941485174,450013403,42,F
941485175,450013403,47,F
941485176,450013403,47,F
941485177,450013403,50,F
941485178,450013403,18,F
941485179,450013403,22,F
941485180,450013403,32,F
941485181,450013403,39,F
941485182,450013403,22,F
941485183,450013403,42,F
941485184,450013403,22,F
941485185,450013403,36,F
941485186,450013403,33,F
941485187,450013403,35,F
941485188,450013403,28,F
941485189,450013403,33,F
941485190,450013403,31,F
941485191,450013403,33,F
941485192,450013403,53,F
941485193,450013403,29,F
941485194,450013403,37,F
941485195,450013403,43,F
941485196,450013403,31,F
941485197,450013403,49,F
941485198,450013403,32,F
941485199,450013403,37,F
941485200,450013403,18,F
941485201,450013403,33,F
941485202,450013403,35,F
941485203,450013403,58,F
941485204,450013403,24,F
941485205,450013403,41,F
941485206,450013403,32,F
941485207,450013403,37,F
941485208,450013403,49,F
941485209,450013403,49,F
941485210,450013403,50,F
941485211,450013403,32,F
941485212,450013403,36,F
941485213,450013403,21,F
941485214,450013403,39,F
941485215,450013403,38,F
941485216,450013403,46,F
941485217,450013403,50,F
941485218,450013403,50,F
941485219,450013403,58,F
941485220,450013403,33,F
941485221,450013403,39,F
941485222,450013403,42,F
941485223,450013403,49,F
941485224,450013403,27,F
941485225,450013403,28,F
941485226,450013403,71,F
941481889,450013404,17,M
941481890,450013404,16,M
941481891,450013404,16,M
941481892,450013404,14,M
941481893,450013404,17,M
941481894,450013404,22,M
941481885,450013404,17,M
941481886,450013404,17,M
941481887,450013404,16,M
941481888,450013404,16,M
939416197,450025592,78,F
939416195,450025592,85,F
939416194,450025592,96,F
939416193,450025592,71,F
939416192,450025592,90,F
939416191,450025592,85,F
939416215,450025592,99,F
939416214,450025592,105,F
939416213,450025592,92,F
939416212,450025592,89,F
939416211,450025592,86,F
939416210,450025592,84,F
939416209,450025592,97,F
939416208,450025592,88,F
939416207,450025592,85,F
939416206,450025592,94,F
939416205,450025592,77,F
939416204,450025592,65,F
939416203,450025592,98,F
939416202,450025592,97,F
939416201,450025592,85,F
939416200,450025592,77,F
939416199,450025592,87,F
939416198,450025592,84,F
939416196,450025592,84,F
940428662,450025592,88,M
940428663,450025592,81,M
940428664,450025592,68,M
940428665,450025592,81,M
940428666,450025592,98,M
940428667,450025592,88,M
940428668,450025592,84,M
940428669,450025592,79,M
940428670,450025592,84,M
940428671,450025592,95,M
940428672,450025592,94,M
939394976,450025592,58,F
939394977,450025592,59,F
939416223,450025592,76,F
939416222,450025592,88,F
939416221,450025592,90,F
939416220,450025592,86,F
939416219,450025592,98,F
939416218,450025592,86,F
939416217,450025592,82,F
939416216,450025592,91,F
941481895,450013405,16,M
941481896,450013405,17,M
941481897,450013405,17,M
941481900,450013406,16,F
941481901,450013406,17,F
941481902,450013406,17,F
941481903,450013406,17,F
941481907,450013406,32,F
941481898,450013406,17,F
941481899,450013406,17,F
941481906,450013406,37,F
941481905,450013406,17,F
941481904,450013406,17,F
940429612,450025593,88,M
939416288,450025593,102,F
940429611,450025593,82,M
940550343,450032802,81,M
940550344,450032802,77,M
940638241,450038119,70,M
939914699,450037549,80,F
940361498,450037549,48,M
940632519,450037549,84,M
940632518,450037549,79,M
940632517,450037549,76,M
940632516,450037549,85,M
940361497,450037549,55,M
940361496,450037549,52,M
940361495,450037549,47,M
940361494,450037549,50,M
940361493,450037549,54,M
940361492,450037549,58,M
940361491,450037549,56,M
940361490,450037549,37,M
940361489,450037549,61,M
940361488,450037549,63,M
940361487,450037549,50,M
940361486,450037549,48,M
940361485,450037549,59,M
940361484,450037549,58,M
940361483,450037549,58,M
940361482,450037549,48,M
940361481,450037549,57,M
939348915,450037549,61,F
939348916,450037549,64,F
939348917,450037549,59,F
939348918,450037549,25,F
939348919,450037549,56,F
939348920,450037549,38,F
939348921,450037549,35,F
939348887,450037549,61,F
939348886,450037549,64,F
939348885,450037549,58,F
939348884,450037549,21,F
939348883,450037549,63,F
939348906,450037549,63,F
939348905,450037549,56,F
939348904,450037549,32,F
939348903,450037549,59,F
939348902,450037549,47,F
939348882,450037549,60,F
939348901,450037549,49,F
939348900,450037549,39,F
939348899,450037549,62,F
939348898,450037549,62,F
940361524,450037549,47,M
940361525,450037549,60,M
940361526,450037549,30,M
940361527,450037549,47,M
940361528,450037549,57,M
940361529,450037549,56,M
940361530,450037549,34,M
940361531,450037549,22,M
940361532,450037549,54,M
940361533,450037549,33,M
940361534,450037549,51,M
940361535,450037549,43,M
940361536,450037549,57,M
940361537,450037549,57,M
940361538,450037549,51,M
940361539,450037549,64,M
940361540,450037549,55,M
940361541,450037549,50,M
940361542,450037549,58,M
940361543,450037549,57,M
940361544,450037549,60,M
940361545,450037549,35,M
940361546,450037549,46,M
940361547,450037549,31,M
940361548,450037549,34,M
939914682,450037549,88,F
940361549,450037549,53,M
940361550,450037549,53,M
940361551,450037549,52,M
940361552,450037549,52,M
940361553,450037549,64,M
940361554,450037549,63,M
940361555,450037549,55,M
940361556,450037549,50,M
940361557,450037549,61,M
940361558,450037549,44,M
940361559,450037549,53,M
940361560,450037549,54,M
940361561,450037549,57,M
940361562,450037549,57,M
940361563,450037549,51,M
940361564,450037549,62,M
940361565,450037549,57,M
939914705,450037549,76,F
939914704,450037549,70,F
939914703,450037549,89,F
939914702,450037549,93,F
939914701,450037549,88,F
939914700,450037549,76,F
939914698,450037549,98,F
939914697,450037549,86,F
939914696,450037549,79,F
939914695,450037549,82,F
939914694,450037549,87,F
939914693,450037549,81,F
939914692,450037549,88,F
939914681,450037549,81,F
939914691,450037549,85,F
939348897,450037549,58,F
939348896,450037549,35,F
939348895,450037549,60,F
939348894,450037549,63,F
939348851,450037549,61,F
939348852,450037549,28,F
939348853,450037549,64,F
939348854,450037549,59,F
939348855,450037549,51,F
939348856,450037549,63,F
939348857,450037549,64,F
939348858,450037549,55,F
939348859,450037549,56,F
939348860,450037549,48,F
939348861,450037549,61,F
939348862,450037549,57,F
939348863,450037549,61,F
939348864,450037549,63,F
939348865,450037549,45,F
939348866,450037549,57,F
939348867,450037549,53,F
939348868,450037549,63,F
939348869,450037549,49,F
939348870,450037549,31,F
939348871,450037549,47,F
939348872,450037549,36,F
939348873,450037549,57,F
939348874,450037549,27,F
939348875,450037549,46,F
939348876,450037549,56,F
939348877,450037549,29,F
939348878,450037549,51,F
939348879,450037549,33,F
939348880,450037549,55,F
939348881,450037549,57,F
939348893,450037549,32,F
939348892,450037549,54,F
939348891,450037549,57,F
939348890,450037549,58,F
939348889,450037549,46,F
939348888,450037549,59,F
940361504,450037549,58,M
940361503,450037549,25,M
940361502,450037549,41,M
940361501,450037549,20,M
940361500,450037549,57,M
940361499,450037549,34,M
939914690,450037549,81,F
939914689,450037549,85,F
939914688,450037549,89,F
940361480,450037549,36,M
940361479,450037549,50,M
940632515,450037549,80,M
940632514,450037549,70,M
940632513,450037549,68,M
940632512,450037549,67,M
940632511,450037549,67,M
940632510,450037549,77,M
940632509,450037549,96,M
940632508,450037549,93,M
940361478,450037549,63,M
940361477,450037549,39,M
940361476,450037549,54,M
940361475,450037549,64,M
940361474,450037549,51,M
940361473,450037549,40,M
940361472,450037549,60,M
940361471,450037549,35,M
940361470,450037549,58,M
940361469,450037549,50,M
940361468,450037549,43,M
940361467,450037549,52,M
940361466,450037549,62,M
940632507,450037549,67,M
940632506,450037549,98,M
940632505,450037549,105,M
940632504,450037549,90,M
940632503,450037549,76,M
940632502,450037549,79,M
940632501,450037549,70,M
940632500,450037549,95,M
940632499,450037549,86,M
940632498,450037549,83,M
940632497,450037549,87,M
940632496,450037549,78,M
940632495,450037549,76,M
940632494,450037549,85,M
940632493,450037549,94,M
940632492,450037549,90,M
940632491,450037549,66,M
940632490,450037549,82,M
940632489,450037549,84,M
940632488,450037549,80,M
940632487,450037549,79,M
940632486,450037549,74,M
940361465,450037549,57,M
940361464,450037549,62,M
940361463,450037549,63,M
940361462,450037549,45,M
940361461,450037549,63,M
940361460,450037549,62,M
940361459,450037549,42,M
940361458,450037549,62,M
940361457,450037549,39,M
940361456,450037549,57,M
940361455,450037549,33,M
940361454,450037549,58,M
940361453,450037549,50,M
940361452,450037549,33,M
939914687,450037549,90,F
939914686,450037549,76,F
939914685,450037549,86,F
939914684,450037549,88,F
939914683,450037549,81,F
940361505,450037549,55,M
940361506,450037549,58,M
940361507,450037549,59,M
940361508,450037549,47,M
940361509,450037549,63,M
940361510,450037549,44,M
940361511,450037549,50,M
940361512,450037549,61,M
940361513,450037549,57,M
940361514,450037549,63,M
940361515,450037549,48,M
940361516,450037549,41,M
940361517,450037549,61,M
940361518,450037549,45,M
940361519,450037549,36,M
940361520,450037549,51,M
940361521,450037549,18,M
940361522,450037549,64,M
940361523,450037549,35,M
939348907,450037549,55,F
939348908,450037549,60,F
939348909,450037549,20,F
939348910,450037549,49,F
939348911,450037549,44,F
939348912,450037549,28,F
939348913,450037549,51,F
939348914,450037549,57,F
941482269,450009906,17,M
941482268,450009906,17,M
941482267,450009906,17,M
941482274,450009906,15,M
941482273,450009906,14,M
941482275,450009906,17,M
941482272,450009906,16,M
941482271,450009906,17,M
941482270,450009906,16,M
941482279,450013407,14,F
941482276,450013407,17,F
941482277,450013407,14,F
941482278,450013407,15,F
941482282,450013407,17,F
941482281,450013407,17,F
941482280,450013407,14,F
939416285,450025594,88,F
939416284,450025594,87,F
939416283,450025594,84,F
939416286,450025594,89,F
939416287,450025594,78,F
939416282,450025594,104,F
939416281,450025594,85,F
939416280,450025594,79,F
939416265,450025594,88,F
939416278,450025594,93,F
940290271,450025594,46,M
939416279,450025594,88,F
939416269,450025594,82,F
939416271,450025594,89,F
939416272,450025594,88,F
939416273,450025594,77,F
939416274,450025594,65,F
939416275,450025594,90,F
939416276,450025594,81,F
939416277,450025594,89,F
939416266,450025594,88,F
940429610,450025594,78,M
940429609,450025594,89,M
940429608,450025594,68,M
940429607,450025594,80,M
940429606,450025594,86,M
940429605,450025594,71,M
940429604,450025594,84,M
939416267,450025594,82,F
939416268,450025594,77,F
939416270,450025594,76,F
941481884,450013408,29,F
941481881,450013408,16,F
941481882,450013408,14,F
941481883,450013408,42,F
940550349,450032803,85,M
939704715,450032803,88,F
940331218,450032803,57,M
940331219,450032803,54,M
939368896,450032803,45,F
939368895,450032803,59,F
939368894,450032803,53,F
939368893,450032803,63,F
939704717,450032803,93,F
939704718,450032803,94,F
939704719,450032803,75,F
939704720,450032803,84,F
939704721,450032803,83,F
939704722,450032803,92,F
939704723,450032803,86,F
939704724,450032803,85,F
939368897,450032803,55,F
940331208,450032803,27,M
939368899,450032803,54,F
940331209,450032803,48,M
940550350,450032803,90,M
940331215,450032803,58,M
940331214,450032803,56,M
940331213,450032803,58,M
940331212,450032803,29,M
940331211,450032803,57,M
940331217,450032803,63,M
940331216,450032803,38,M
940550345,450032803,83,M
940331210,450032803,49,M
939704716,450032803,78,F
940550348,450032803,76,M
939368898,450032803,52,F
940550347,450032803,88,M
940550346,450032803,79,M
940331220,450032803,34,M
940013820,450040156,81,F
940013819,450040156,84,F
940375483,450040156,63,M
940375484,450040156,52,M
940375479,450040156,49,M
940375487,450040156,52,M
940375489,450040156,55,M
940375480,450040156,43,M
940013822,450040156,90,F
940013821,450040156,65,F
940013816,450040156,96,F
940375485,450040156,62,M
940671454,450040156,88,M
940671453,450040156,82,M
940671452,450040156,89,M
940671451,450040156,87,M
940671450,450040156,78,M
940375486,450040156,49,M
939328979,450040156,56,F
939328980,450040156,55,F
939328981,450040156,53,F
940013817,450040156,96,F
940375488,450040156,54,M
940013818,450040156,89,F
940375477,450040156,42,M
940013813,450040156,85,F
940013814,450040156,100,F
940013815,450040156,89,F
940375478,450040156,40,M
940375481,450040156,36,M
940375482,450040156,59,M
939328984,450040156,64,F
939328983,450040156,63,F
939328982,450040156,57,F
940429614,450025595,90,M
940429613,450025595,95,M
939416289,450025595,82,F
939416291,450025595,80,F
939416290,450025595,81,F
941482508,450013410,13,M
939704983,450032804,90,F
940550360,450032804,82,M
940550367,450032804,76,M
940550368,450032804,74,M
940550369,450032804,83,M
940550370,450032804,100,M
940550371,450032804,73,M
940550359,450032804,70,M
940550358,450032804,81,M
940550357,450032804,80,M
939704726,450032804,75,F
939704727,450032804,87,F
939704728,450032804,80,F
939704729,450032804,77,F
939704730,450032804,89,F
940550356,450032804,75,M
940550355,450032804,88,M
940550354,450032804,83,M
940550353,450032804,80,M
940550352,450032804,72,M
940550351,450032804,88,M
939704731,450032804,79,F
939704732,450032804,89,F
939704733,450032804,88,F
939704734,450032804,89,F
939704735,450032804,84,F
939704736,450032804,93,F
939704737,450032804,83,F
939704738,450032804,74,F
939704739,450032804,78,F
939704740,450032804,93,F
939704741,450032804,80,F
939704742,450032804,92,F
939704743,450032804,80,F
939704744,450032804,80,F
939704745,450032804,98,F
939704746,450032804,67,F
939704747,450032804,87,F
939704748,450032804,103,F
939704749,450032804,99,F
939704750,450032804,85,F
939704751,450032804,80,F
939704752,450032804,87,F
939704753,450032804,72,F
939704754,450032804,88,F
939704755,450032804,90,F
939704756,450032804,75,F
939704757,450032804,69,F
939704758,450032804,84,F
939704759,450032804,93,F
939704760,450032804,93,F
939704761,450032804,78,F
939704762,450032804,70,F
939704763,450032804,80,F
939704764,450032804,80,F
939704765,450032804,87,F
939704766,450032804,84,F
939704767,450032804,99,F
939704768,450032804,89,F
939704769,450032804,85,F
939704770,450032804,90,F
939704771,450032804,76,F
939704772,450032804,89,F
939704773,450032804,86,F
939704774,450032804,71,F
939704775,450032804,90,F
939704776,450032804,91,F
939704777,450032804,92,F
939704778,450032804,80,F
939704779,450032804,94,F
939704780,450032804,85,F
939704781,450032804,66,F
939704782,450032804,87,F
939704783,450032804,68,F
939704784,450032804,67,F
939704785,450032804,88,F
939704786,450032804,92,F
939704787,450032804,86,F
939704788,450032804,94,F
939704789,450032804,90,F
939704790,450032804,75,F
939704791,450032804,99,F
939704792,450032804,82,F
939704793,450032804,95,F
939704794,450032804,86,F
939704795,450032804,86,F
939704796,450032804,94,F
939704797,450032804,102,F
939704798,450032804,98,F
939704799,450032804,81,F
939704800,450032804,90,F
939704801,450032804,84,F
939704802,450032804,91,F
939704803,450032804,81,F
939704804,450032804,105,F
939704805,450032804,73,F
939704806,450032804,103,F
939704807,450032804,78,F
939704808,450032804,88,F
939704809,450032804,85,F
939704810,450032804,87,F
939704811,450032804,87,F
939704812,450032804,88,F
939704813,450032804,77,F
939704814,450032804,91,F
939704815,450032804,73,F
939704816,450032804,68,F
939704817,450032804,94,F
939704818,450032804,72,F
939704819,450032804,86,F
939704820,450032804,68,F
939704821,450032804,88,F
939704822,450032804,81,F
939704823,450032804,86,F
939704824,450032804,79,F
939704825,450032804,100,F
939704826,450032804,75,F
939704827,450032804,88,F
939704828,450032804,89,F
939704829,450032804,75,F
939704830,450032804,86,F
939704831,450032804,74,F
939704832,450032804,79,F
939704833,450032804,71,F
939704834,450032804,95,F
939704835,450032804,94,F
939704836,450032804,88,F
939704837,450032804,75,F
939704838,450032804,70,F
939704839,450032804,97,F
939704840,450032804,89,F
939704841,450032804,88,F
939704842,450032804,91,F
939704843,450032804,100,F
939704844,450032804,72,F
939704845,450032804,79,F
939704846,450032804,92,F
939704847,450032804,76,F
939704848,450032804,105,F
939704849,450032804,100,F
939704850,450032804,70,F
939704851,450032804,69,F
940550399,450032804,96,M
940550400,450032804,79,M
940550401,450032804,89,M
940550402,450032804,80,M
940550403,450032804,79,M
940550404,450032804,85,M
940550405,450032804,73,M
940550406,450032804,85,M
940550407,450032804,75,M
940550408,450032804,69,M
940550409,450032804,84,M
940550410,450032804,69,M
940550411,450032804,90,M
940550412,450032804,86,M
940550413,450032804,76,M
940550414,450032804,77,M
940550415,450032804,83,M
940550416,450032804,79,M
940550417,450032804,81,M
940550418,450032804,81,M
940550419,450032804,69,M
940550420,450032804,77,M
940550421,450032804,74,M
940550422,450032804,71,M
940550423,450032804,82,M
940550424,450032804,88,M
940550425,450032804,74,M
940550426,450032804,81,M
940550427,450032804,80,M
940550428,450032804,71,M
940550429,450032804,77,M
940550430,450032804,84,M
940550431,450032804,87,M
940550432,450032804,88,M
940550433,450032804,85,M
940550434,450032804,87,M
940550435,450032804,74,M
940550436,450032804,80,M
940550437,450032804,84,M
940550438,450032804,77,M
940550439,450032804,84,M
940550440,450032804,89,M
940550441,450032804,75,M
940550442,450032804,81,M
940550443,450032804,88,M
940550444,450032804,77,M
940550445,450032804,67,M
940550446,450032804,76,M
939704852,450032804,75,F
939704853,450032804,77,F
939704854,450032804,96,F
939704855,450032804,85,F
939704856,450032804,67,F
939704857,450032804,84,F
939704858,450032804,88,F
939704859,450032804,88,F
939704860,450032804,88,F
939704861,450032804,78,F
939704862,450032804,89,F
939704863,450032804,92,F
939704864,450032804,90,F
939704865,450032804,77,F
939704866,450032804,89,F
939704867,450032804,71,F
939704868,450032804,86,F
939704869,450032804,83,F
939704870,450032804,80,F
939704871,450032804,84,F
939704872,450032804,94,F
939704873,450032804,99,F
939704874,450032804,74,F
939704875,450032804,83,F
939704876,450032804,90,F
939704877,450032804,75,F
939704878,450032804,80,F
939704879,450032804,77,F
939704880,450032804,94,F
939704881,450032804,90,F
939704882,450032804,98,F
939704883,450032804,95,F
939704884,450032804,70,F
939704885,450032804,82,F
939704886,450032804,74,F
939704887,450032804,87,F
939704888,450032804,76,F
939704889,450032804,87,F
939704890,450032804,96,F
939704891,450032804,79,F
939704892,450032804,99,F
939704893,450032804,96,F
939704894,450032804,98,F
939704895,450032804,90,F
939704896,450032804,87,F
939704897,450032804,82,F
939704898,450032804,86,F
939704899,450032804,78,F
939704900,450032804,93,F
939704901,450032804,85,F
939704902,450032804,65,F
939704903,450032804,66,F
939704904,450032804,79,F
939704905,450032804,90,F
939704906,450032804,76,F
939704907,450032804,81,F
939704908,450032804,86,F
939704909,450032804,77,F
939704910,450032804,75,F
939704911,450032804,104,F
